week_sort,value,type,Season,Age Group
År 1 uge 31,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 31,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 31,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 31,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 31,48.7,incidens,2021/2022,02. 6-11 måneder
År 1 uge 31,9.38,incidens,2022/2023,02. 6-11 måneder
År 1 uge 32,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 32,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 32,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 32,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 32,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 32,81.17,incidens,2021/2022,02. 6-11 måneder
År 1 uge 32,25.11,incidens,2022/2023,02. 6-11 måneder
År 1 uge 33,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 33,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 33,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 33,3.25,incidens,2019/2020,02. 6-11 måneder
År 1 uge 33,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 33,153.43,incidens,2021/2022,02. 6-11 måneder
År 1 uge 33,28.35,incidens,2022/2023,02. 6-11 måneder
År 1 uge 34,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 34,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 34,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 34,3.26,incidens,2019/2020,02. 6-11 måneder
År 1 uge 34,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 34,262.14,incidens,2021/2022,02. 6-11 måneder
År 1 uge 34,28.5,incidens,2022/2023,02. 6-11 måneder
År 1 uge 35,3.27,incidens,2016/2017,02. 6-11 måneder
År 1 uge 35,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 35,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 35,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 35,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 35,361.16,incidens,2021/2022,02. 6-11 måneder
År 1 uge 35,38.21,incidens,2022/2023,02. 6-11 måneder
År 1 uge 36,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 36,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 36,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 36,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 36,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 36,578.81,incidens,2021/2022,02. 6-11 måneder
År 1 uge 36,51.38,incidens,2022/2023,02. 6-11 måneder
År 1 uge 37,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 37,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 37,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 37,3.3,incidens,2019/2020,02. 6-11 måneder
År 1 uge 37,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 37,591.11,incidens,2021/2022,02. 6-11 måneder
År 1 uge 37,38.67,incidens,2022/2023,02. 6-11 måneder
År 1 uge 38,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 38,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 38,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 38,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 38,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 38,508.75,incidens,2021/2022,02. 6-11 måneder
År 1 uge 38,100.45,incidens,2022/2023,02. 6-11 måneder
År 1 uge 39,3.29,incidens,2016/2017,02. 6-11 måneder
År 1 uge 39,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 39,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 39,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 39,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 39,446.96,incidens,2021/2022,02. 6-11 måneder
År 1 uge 39,113.89,incidens,2022/2023,02. 6-11 måneder
År 1 uge 40,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 40,3.32,incidens,2016/2017,02. 6-11 måneder
År 1 uge 40,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 40,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 40,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 40,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 40,376.41,incidens,2021/2022,02. 6-11 måneder
År 1 uge 40,173.97,incidens,2022/2023,02. 6-11 måneder
År 1 uge 41,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 41,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 41,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 41,3.25,incidens,2018/2019,02. 6-11 måneder
År 1 uge 41,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 41,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 41,265.68,incidens,2021/2022,02. 6-11 måneder
År 1 uge 41,330.97,incidens,2022/2023,02. 6-11 måneder
År 1 uge 42,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 42,6.66,incidens,2016/2017,02. 6-11 måneder
År 1 uge 42,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 42,3.26,incidens,2018/2019,02. 6-11 måneder
År 1 uge 42,3.37,incidens,2019/2020,02. 6-11 måneder
År 1 uge 42,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 42,166.21,incidens,2021/2022,02. 6-11 måneder
År 1 uge 42,300.42,incidens,2022/2023,02. 6-11 måneder
År 1 uge 43,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 43,3.33,incidens,2016/2017,02. 6-11 måneder
År 1 uge 43,0.0,incidens,2017/2018,02. 6-11 måneder
År 1 uge 43,3.27,incidens,2018/2019,02. 6-11 måneder
År 1 uge 43,0.0,incidens,2019/2020,02. 6-11 måneder
År 1 uge 43,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 43,96.25,incidens,2021/2022,02. 6-11 måneder
År 1 uge 43,263.21,incidens,2022/2023,02. 6-11 måneder
År 1 uge 44,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 44,0.0,incidens,2016/2017,02. 6-11 måneder
År 1 uge 44,3.33,incidens,2017/2018,02. 6-11 måneder
År 1 uge 44,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 44,13.5,incidens,2019/2020,02. 6-11 måneder
År 1 uge 44,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 44,79.57,incidens,2021/2022,02. 6-11 måneder
År 1 uge 44,359.71,incidens,2022/2023,02. 6-11 måneder
År 1 uge 45,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 45,3.35,incidens,2016/2017,02. 6-11 måneder
År 1 uge 45,3.34,incidens,2017/2018,02. 6-11 måneder
År 1 uge 45,0.0,incidens,2018/2019,02. 6-11 måneder
År 1 uge 45,10.13,incidens,2019/2020,02. 6-11 måneder
År 1 uge 45,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 45,62.73,incidens,2021/2022,02. 6-11 måneder
År 1 uge 45,337.43,incidens,2022/2023,02. 6-11 måneder
År 1 uge 46,0.0,incidens,2015/2016,02. 6-11 måneder
År 1 uge 46,23.42,incidens,2016/2017,02. 6-11 måneder
År 1 uge 46,13.38,incidens,2017/2018,02. 6-11 måneder
År 1 uge 46,3.27,incidens,2018/2019,02. 6-11 måneder
År 1 uge 46,3.39,incidens,2019/2020,02. 6-11 måneder
År 1 uge 46,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 46,56.02,incidens,2021/2022,02. 6-11 måneder
År 1 uge 46,400.48,incidens,2022/2023,02. 6-11 måneder
År 1 uge 47,3.52,incidens,2015/2016,02. 6-11 måneder
År 1 uge 47,23.37,incidens,2016/2017,02. 6-11 måneder
År 1 uge 47,13.37,incidens,2017/2018,02. 6-11 måneder
År 1 uge 47,6.55,incidens,2018/2019,02. 6-11 måneder
År 1 uge 47,16.89,incidens,2019/2020,02. 6-11 måneder
År 1 uge 47,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 47,29.59,incidens,2021/2022,02. 6-11 måneder
År 1 uge 47,264.76,incidens,2022/2023,02. 6-11 måneder
År 1 uge 48,7.06,incidens,2015/2016,02. 6-11 måneder
År 1 uge 48,36.71,incidens,2016/2017,02. 6-11 måneder
År 1 uge 48,3.33,incidens,2017/2018,02. 6-11 måneder
År 1 uge 48,13.08,incidens,2018/2019,02. 6-11 måneder
År 1 uge 48,70.92,incidens,2019/2020,02. 6-11 måneder
År 1 uge 48,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 48,59.04,incidens,2021/2022,02. 6-11 måneder
År 1 uge 48,130.76,incidens,2022/2023,02. 6-11 måneder
År 1 uge 49,7.05,incidens,2015/2016,02. 6-11 måneder
År 1 uge 49,49.95,incidens,2016/2017,02. 6-11 måneder
År 1 uge 49,3.31,incidens,2017/2018,02. 6-11 måneder
År 1 uge 49,9.79,incidens,2018/2019,02. 6-11 måneder
År 1 uge 49,80.63,incidens,2019/2020,02. 6-11 måneder
År 1 uge 49,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 49,22.84,incidens,2021/2022,02. 6-11 måneder
År 1 uge 49,120.43,incidens,2022/2023,02. 6-11 måneder
År 1 uge 50,10.52,incidens,2015/2016,02. 6-11 måneder
År 1 uge 50,26.53,incidens,2016/2017,02. 6-11 måneder
År 1 uge 50,3.3,incidens,2017/2018,02. 6-11 måneder
År 1 uge 50,25.98,incidens,2018/2019,02. 6-11 måneder
År 1 uge 50,96.71,incidens,2019/2020,02. 6-11 måneder
År 1 uge 50,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 50,16.26,incidens,2021/2022,02. 6-11 måneder
År 1 uge 50,79.24,incidens,2022/2023,02. 6-11 måneder
År 1 uge 51,17.45,incidens,2015/2016,02. 6-11 måneder
År 1 uge 51,72.79,incidens,2016/2017,02. 6-11 måneder
År 1 uge 51,32.89,incidens,2017/2018,02. 6-11 måneder
År 1 uge 51,22.64,incidens,2018/2019,02. 6-11 måneder
År 1 uge 51,106.29,incidens,2019/2020,02. 6-11 måneder
År 1 uge 51,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 51,9.73,incidens,2021/2022,02. 6-11 måneder
År 1 uge 51,82.56,incidens,2022/2023,02. 6-11 måneder
År 1 uge 52,27.81,incidens,2015/2016,02. 6-11 måneder
År 1 uge 52,55.93,incidens,2016/2017,02. 6-11 måneder
År 1 uge 52,29.5,incidens,2017/2018,02. 6-11 måneder
År 1 uge 52,51.59,incidens,2018/2019,02. 6-11 måneder
År 1 uge 52,122.33,incidens,2019/2020,02. 6-11 måneder
År 1 uge 52,0.0,incidens,2020/2021,02. 6-11 måneder
År 1 uge 52,6.45,incidens,2021/2022,02. 6-11 måneder
År 1 uge 52,58.34,incidens,2022/2023,02. 6-11 måneder
År 1 uge 53,17.29,incidens,2015/2016,02. 6-11 måneder
År 1 uge 53,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 01,27.47,incidens,2015/2016,02. 6-11 måneder
År 2 uge 01,94.62,incidens,2016/2017,02. 6-11 måneder
År 2 uge 01,55.28,incidens,2017/2018,02. 6-11 måneder
År 2 uge 01,38.41,incidens,2018/2019,02. 6-11 måneder
År 2 uge 01,118.51,incidens,2019/2020,02. 6-11 måneder
År 2 uge 01,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 01,3.19,incidens,2021/2022,02. 6-11 måneder
År 2 uge 01,78.39,incidens,2022/2023,02. 6-11 måneder
År 2 uge 02,44.41,incidens,2015/2016,02. 6-11 måneder
År 2 uge 02,55.03,incidens,2016/2017,02. 6-11 måneder
År 2 uge 02,64.78,incidens,2017/2018,02. 6-11 måneder
År 2 uge 02,60.67,incidens,2018/2019,02. 6-11 måneder
År 2 uge 02,72.02,incidens,2019/2020,02. 6-11 måneder
År 2 uge 02,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 02,15.81,incidens,2021/2022,02. 6-11 måneder
År 2 uge 02,33.94,incidens,2022/2023,02. 6-11 måneder
År 2 uge 03,44.25,incidens,2015/2016,02. 6-11 måneder
År 2 uge 03,67.36,incidens,2016/2017,02. 6-11 måneder
År 2 uge 03,83.93,incidens,2017/2018,02. 6-11 måneder
År 2 uge 03,95.26,incidens,2018/2019,02. 6-11 måneder
År 2 uge 03,101.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 03,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 03,6.28,incidens,2021/2022,02. 6-11 måneder
År 2 uge 03,27.0,incidens,2022/2023,02. 6-11 måneder
År 2 uge 04,43.98,incidens,2015/2016,02. 6-11 måneder
År 2 uge 04,92.23,incidens,2016/2017,02. 6-11 måneder
År 2 uge 04,154.66,incidens,2017/2018,02. 6-11 måneder
År 2 uge 04,151.75,incidens,2018/2019,02. 6-11 måneder
År 2 uge 04,129.7,incidens,2019/2020,02. 6-11 måneder
År 2 uge 04,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 04,3.12,incidens,2021/2022,02. 6-11 måneder
År 2 uge 04,13.42,incidens,2022/2023,02. 6-11 måneder
År 2 uge 05,80.71,incidens,2015/2016,02. 6-11 måneder
År 2 uge 05,88.39,incidens,2016/2017,02. 6-11 måneder
År 2 uge 05,163.73,incidens,2017/2018,02. 6-11 måneder
År 2 uge 05,160.79,incidens,2018/2019,02. 6-11 måneder
År 2 uge 05,167.41,incidens,2019/2020,02. 6-11 måneder
År 2 uge 05,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 05,0.0,incidens,2021/2022,02. 6-11 måneder
År 2 uge 05,10.06,incidens,2022/2023,02. 6-11 måneder
År 2 uge 06,77.2,incidens,2015/2016,02. 6-11 måneder
År 2 uge 06,53.53,incidens,2016/2017,02. 6-11 måneder
År 2 uge 06,220.48,incidens,2017/2018,02. 6-11 måneder
År 2 uge 06,178.95,incidens,2018/2019,02. 6-11 måneder
År 2 uge 06,160.44,incidens,2019/2020,02. 6-11 måneder
År 2 uge 06,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 06,0.0,incidens,2021/2022,02. 6-11 måneder
År 2 uge 06,0.0,incidens,2022/2023,02. 6-11 måneder
År 2 uge 07,76.74,incidens,2015/2016,02. 6-11 måneder
År 2 uge 07,59.6,incidens,2016/2017,02. 6-11 måneder
År 2 uge 07,143.84,incidens,2017/2018,02. 6-11 måneder
År 2 uge 07,162.6,incidens,2018/2019,02. 6-11 måneder
År 2 uge 07,140.5,incidens,2019/2020,02. 6-11 måneder
År 2 uge 07,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 07,0.0,incidens,2021/2022,02. 6-11 måneder
År 2 uge 07,13.39,incidens,2022/2023,02. 6-11 måneder
År 2 uge 08,66.32,incidens,2015/2016,02. 6-11 måneder
År 2 uge 08,65.62,incidens,2016/2017,02. 6-11 måneder
År 2 uge 08,156.24,incidens,2017/2018,02. 6-11 måneder
År 2 uge 08,168.62,incidens,2018/2019,02. 6-11 måneder
År 2 uge 08,114.4,incidens,2019/2020,02. 6-11 måneder
År 2 uge 08,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 08,0.0,incidens,2021/2022,02. 6-11 måneder
År 2 uge 08,6.68,incidens,2022/2023,02. 6-11 måneder
År 2 uge 09,65.97,incidens,2015/2016,02. 6-11 måneder
År 2 uge 09,27.98,incidens,2016/2017,02. 6-11 måneder
År 2 uge 09,165.56,incidens,2017/2018,02. 6-11 måneder
År 2 uge 09,99.62,incidens,2018/2019,02. 6-11 måneder
År 2 uge 09,91.71,incidens,2019/2020,02. 6-11 måneder
År 2 uge 09,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 09,3.07,incidens,2021/2022,02. 6-11 måneder
År 2 uge 10,36.18,incidens,2015/2016,02. 6-11 måneder
År 2 uge 10,37.05,incidens,2016/2017,02. 6-11 måneder
År 2 uge 10,95.07,incidens,2017/2018,02. 6-11 måneder
År 2 uge 10,96.52,incidens,2018/2019,02. 6-11 måneder
År 2 uge 10,62.76,incidens,2019/2020,02. 6-11 måneder
År 2 uge 10,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 10,3.06,incidens,2021/2022,02. 6-11 måneder
År 2 uge 11,42.62,incidens,2015/2016,02. 6-11 måneder
År 2 uge 11,18.46,incidens,2016/2017,02. 6-11 måneder
År 2 uge 11,72.4,incidens,2017/2018,02. 6-11 måneder
År 2 uge 11,111.87,incidens,2018/2019,02. 6-11 måneder
År 2 uge 11,65.52,incidens,2019/2020,02. 6-11 måneder
År 2 uge 11,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 11,9.17,incidens,2021/2022,02. 6-11 måneder
År 2 uge 12,35.77,incidens,2015/2016,02. 6-11 måneder
År 2 uge 12,21.47,incidens,2016/2017,02. 6-11 måneder
År 2 uge 12,91.09,incidens,2017/2018,02. 6-11 måneder
År 2 uge 12,92.92,incidens,2018/2019,02. 6-11 måneder
År 2 uge 12,77.72,incidens,2019/2020,02. 6-11 måneder
År 2 uge 12,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 12,3.05,incidens,2021/2022,02. 6-11 måneder
År 2 uge 13,16.15,incidens,2015/2016,02. 6-11 måneder
År 2 uge 13,24.44,incidens,2016/2017,02. 6-11 måneder
År 2 uge 13,28.14,incidens,2017/2018,02. 6-11 måneder
År 2 uge 13,61.81,incidens,2018/2019,02. 6-11 måneder
År 2 uge 13,37.07,incidens,2019/2020,02. 6-11 måneder
År 2 uge 13,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 13,0.0,incidens,2021/2022,02. 6-11 måneder
År 2 uge 14,9.66,incidens,2015/2016,02. 6-11 måneder
År 2 uge 14,15.14,incidens,2016/2017,02. 6-11 måneder
År 2 uge 14,31.02,incidens,2017/2018,02. 6-11 måneder
År 2 uge 14,33.95,incidens,2018/2019,02. 6-11 måneder
År 2 uge 14,9.22,incidens,2019/2020,02. 6-11 måneder
År 2 uge 14,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 14,3.03,incidens,2021/2022,02. 6-11 måneder
År 2 uge 15,15.99,incidens,2015/2016,02. 6-11 måneder
År 2 uge 15,3.02,incidens,2016/2017,02. 6-11 måneder
År 2 uge 15,18.52,incidens,2017/2018,02. 6-11 måneder
År 2 uge 15,42.91,incidens,2018/2019,02. 6-11 måneder
År 2 uge 15,0.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 15,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 15,6.03,incidens,2021/2022,02. 6-11 måneder
År 2 uge 16,12.74,incidens,2015/2016,02. 6-11 måneder
År 2 uge 16,9.02,incidens,2016/2017,02. 6-11 måneder
År 2 uge 16,12.3,incidens,2017/2018,02. 6-11 måneder
År 2 uge 16,18.41,incidens,2018/2019,02. 6-11 måneder
År 2 uge 16,0.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 16,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 16,0.0,incidens,2021/2022,02. 6-11 måneder
År 2 uge 17,12.7,incidens,2015/2016,02. 6-11 måneder
År 2 uge 17,0.0,incidens,2016/2017,02. 6-11 måneder
År 2 uge 17,12.27,incidens,2017/2018,02. 6-11 måneder
År 2 uge 17,15.31,incidens,2018/2019,02. 6-11 måneder
År 2 uge 17,0.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 17,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 17,5.99,incidens,2021/2022,02. 6-11 måneder
År 2 uge 18,9.49,incidens,2015/2016,02. 6-11 måneder
År 2 uge 18,0.0,incidens,2016/2017,02. 6-11 måneder
År 2 uge 18,12.24,incidens,2017/2018,02. 6-11 måneder
År 2 uge 18,3.07,incidens,2018/2019,02. 6-11 måneder
År 2 uge 18,0.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 18,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 18,2.99,incidens,2021/2022,02. 6-11 måneder
År 2 uge 19,6.29,incidens,2015/2016,02. 6-11 måneder
År 2 uge 19,0.0,incidens,2016/2017,02. 6-11 måneder
År 2 uge 19,3.05,incidens,2017/2018,02. 6-11 måneder
År 2 uge 19,15.34,incidens,2018/2019,02. 6-11 måneder
År 2 uge 19,0.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 19,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 19,2.99,incidens,2021/2022,02. 6-11 måneder
År 2 uge 20,0.0,incidens,2015/2016,02. 6-11 måneder
År 2 uge 20,2.99,incidens,2016/2017,02. 6-11 måneder
År 2 uge 20,3.05,incidens,2017/2018,02. 6-11 måneder
År 2 uge 20,6.14,incidens,2018/2019,02. 6-11 måneder
År 2 uge 20,0.0,incidens,2019/2020,02. 6-11 måneder
År 2 uge 20,0.0,incidens,2020/2021,02. 6-11 måneder
År 2 uge 20,0.0,incidens,2021/2022,02. 6-11 måneder
År 1 uge 21,0.0,cases,2016/2017,03. 1 år
År 1 uge 21,1.0,cases,2017/2018,03. 1 år
År 1 uge 21,1.0,cases,2018/2019,03. 1 år
År 1 uge 21,2.0,cases,2019/2020,03. 1 år
År 1 uge 21,0.0,cases,2020/2021,03. 1 år
År 1 uge 21,2.0,cases,2021/2022,03. 1 år
År 1 uge 21,1.0,cases,2022/2023,03. 1 år
År 1 uge 22,1.0,cases,2016/2017,03. 1 år
År 1 uge 22,0.0,cases,2017/2018,03. 1 år
År 1 uge 22,1.0,cases,2018/2019,03. 1 år
År 1 uge 22,2.0,cases,2019/2020,03. 1 år
År 1 uge 22,0.0,cases,2020/2021,03. 1 år
År 1 uge 22,7.0,cases,2021/2022,03. 1 år
År 1 uge 22,3.0,cases,2022/2023,03. 1 år
År 1 uge 23,1.0,cases,2016/2017,03. 1 år
År 1 uge 23,0.0,cases,2017/2018,03. 1 år
År 1 uge 23,1.0,cases,2018/2019,03. 1 år
År 1 uge 23,0.0,cases,2019/2020,03. 1 år
År 1 uge 23,0.0,cases,2020/2021,03. 1 år
År 1 uge 23,3.0,cases,2021/2022,03. 1 år
År 1 uge 23,9.0,cases,2022/2023,03. 1 år
År 1 uge 24,1.0,cases,2016/2017,03. 1 år
År 1 uge 24,0.0,cases,2017/2018,03. 1 år
År 1 uge 24,0.0,cases,2018/2019,03. 1 år
År 1 uge 24,0.0,cases,2019/2020,03. 1 år
År 1 uge 24,0.0,cases,2020/2021,03. 1 år
År 1 uge 24,6.0,cases,2021/2022,03. 1 år
År 1 uge 24,3.0,cases,2022/2023,03. 1 år
År 1 uge 25,1.0,cases,2016/2017,03. 1 år
År 1 uge 25,0.0,cases,2017/2018,03. 1 år
År 1 uge 25,0.0,cases,2018/2019,03. 1 år
År 1 uge 25,0.0,cases,2019/2020,03. 1 år
År 1 uge 25,0.0,cases,2020/2021,03. 1 år
År 1 uge 25,5.0,cases,2021/2022,03. 1 år
År 1 uge 25,3.0,cases,2022/2023,03. 1 år
År 1 uge 26,1.0,cases,2016/2017,03. 1 år
År 1 uge 26,0.0,cases,2017/2018,03. 1 år
År 1 uge 26,0.0,cases,2018/2019,03. 1 år
År 1 uge 26,2.0,cases,2019/2020,03. 1 år
År 1 uge 26,0.0,cases,2020/2021,03. 1 år
År 1 uge 26,14.0,cases,2021/2022,03. 1 år
År 1 uge 26,11.0,cases,2022/2023,03. 1 år
År 1 uge 27,0.0,cases,2016/2017,03. 1 år
År 1 uge 27,0.0,cases,2017/2018,03. 1 år
År 1 uge 27,0.0,cases,2018/2019,03. 1 år
År 1 uge 27,0.0,cases,2019/2020,03. 1 år
År 1 uge 27,0.0,cases,2020/2021,03. 1 år
År 1 uge 27,20.0,cases,2021/2022,03. 1 år
År 1 uge 27,7.0,cases,2022/2023,03. 1 år
År 1 uge 28,0.0,cases,2016/2017,03. 1 år
År 1 uge 28,0.0,cases,2017/2018,03. 1 år
År 1 uge 28,0.0,cases,2018/2019,03. 1 år
År 1 uge 28,0.0,cases,2019/2020,03. 1 år
År 1 uge 28,0.0,cases,2020/2021,03. 1 år
År 1 uge 28,45.0,cases,2021/2022,03. 1 år
År 1 uge 28,9.0,cases,2022/2023,03. 1 år
År 1 uge 29,0.0,cases,2016/2017,03. 1 år
År 1 uge 29,0.0,cases,2017/2018,03. 1 år
År 1 uge 29,0.0,cases,2018/2019,03. 1 år
År 1 uge 29,0.0,cases,2019/2020,03. 1 år
År 1 uge 29,0.0,cases,2020/2021,03. 1 år
År 1 uge 29,53.0,cases,2021/2022,03. 1 år
År 1 uge 29,12.0,cases,2022/2023,03. 1 år
År 1 uge 30,0.0,cases,2016/2017,03. 1 år
År 1 uge 30,0.0,cases,2017/2018,03. 1 år
År 1 uge 30,0.0,cases,2018/2019,03. 1 år
År 1 uge 30,0.0,cases,2019/2020,03. 1 år
År 1 uge 30,0.0,cases,2020/2021,03. 1 år
År 1 uge 30,38.0,cases,2021/2022,03. 1 år
År 1 uge 30,6.0,cases,2022/2023,03. 1 år
År 1 uge 31,1.0,cases,2016/2017,03. 1 år
År 1 uge 31,0.0,cases,2017/2018,03. 1 år
År 1 uge 31,0.0,cases,2018/2019,03. 1 år
År 1 uge 31,0.0,cases,2019/2020,03. 1 år
År 1 uge 31,0.0,cases,2020/2021,03. 1 år
År 1 uge 31,52.0,cases,2021/2022,03. 1 år
År 1 uge 31,9.0,cases,2022/2023,03. 1 år
År 1 uge 32,0.0,cases,2016/2017,03. 1 år
År 1 uge 32,0.0,cases,2017/2018,03. 1 år
År 1 uge 32,0.0,cases,2018/2019,03. 1 år
År 1 uge 32,0.0,cases,2019/2020,03. 1 år
År 1 uge 32,0.0,cases,2020/2021,03. 1 år
År 1 uge 32,57.0,cases,2021/2022,03. 1 år
År 1 uge 32,13.0,cases,2022/2023,03. 1 år
År 1 uge 33,0.0,cases,2016/2017,03. 1 år
År 1 uge 33,0.0,cases,2017/2018,03. 1 år
År 1 uge 33,0.0,cases,2018/2019,03. 1 år
År 1 uge 33,0.0,cases,2019/2020,03. 1 år
År 1 uge 33,0.0,cases,2020/2021,03. 1 år
År 1 uge 33,126.0,cases,2021/2022,03. 1 år
År 1 uge 33,19.0,cases,2022/2023,03. 1 år
År 1 uge 34,0.0,cases,2016/2017,03. 1 år
År 1 uge 34,1.0,cases,2017/2018,03. 1 år
År 1 uge 34,0.0,cases,2018/2019,03. 1 år
År 1 uge 34,2.0,cases,2019/2020,03. 1 år
År 1 uge 34,0.0,cases,2020/2021,03. 1 år
År 1 uge 34,147.0,cases,2021/2022,03. 1 år
År 1 uge 34,28.0,cases,2022/2023,03. 1 år
År 1 uge 35,1.0,cases,2016/2017,03. 1 år
År 1 uge 35,0.0,cases,2017/2018,03. 1 år
År 1 uge 35,0.0,cases,2018/2019,03. 1 år
År 1 uge 35,1.0,cases,2019/2020,03. 1 år
År 1 uge 35,0.0,cases,2020/2021,03. 1 år
År 1 uge 35,217.0,cases,2021/2022,03. 1 år
År 1 uge 35,16.0,cases,2022/2023,03. 1 år
År 1 uge 36,1.0,cases,2016/2017,03. 1 år
År 1 uge 36,0.0,cases,2017/2018,03. 1 år
År 1 uge 36,0.0,cases,2018/2019,03. 1 år
År 1 uge 36,0.0,cases,2019/2020,03. 1 år
År 1 uge 36,0.0,cases,2020/2021,03. 1 år
År 1 uge 36,380.0,cases,2021/2022,03. 1 år
